Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,instr_3,age_M3,instr_4,age_M4,instr_5,age_M5,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
82,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r1,82,Online_whatL2//a.go.du30.888.1776.wav,cha,me,te,sil,go,ba,mi,sil1,du,bi,sil2,['catch'],[2.355000000000018],[2.355000000000018],1.776,beat,0.5790000000000182,0.5790000000000182,"[""space""]",du,2,testConjL4Syn//cat_viol.r1.s1.0.wav,4.0,conjunction_syn,syncopated,a,s1,no_rule,cat,L4,z,0.1175,1.0,0.0,0.3169,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
83,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r2,83,Online_whatL2//a.go.du31.none.none.wav,cha,su,mi,sil,fe,ño,si,sil2,ra,te,sil1,['-'],,,none,none,,,,du,2,testConjL4Syn//r2.s2.2.wav,4.0,conjunction_syn,syncopated,b,s2,rule,rule,L4,z,1.1295,1.0,1.0,0.4503,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
84,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r2,84,Online_whatL2//b.fe.ra0.0.1110.wav,fe,cha,ño,sil2,ra,te,me,sil,to,ñu,sil1,['miss'],,,0.0,beat,,,,fe,1,testConjL4Syn//r1.s2.0.wav,4.0,conjunction_syn,syncopated,a,s2,rule,rule,L4,z,0.8224,1.0,1.0,0.354,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
85,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r2,85,Online_whatL2//b.fe.ra3.1110.1998.wav,si,ño,me,sil2,fe,ñu,cha,sil,ra,bi,sil1,['catch'],[1.739099999997734],[1.739099999997734],1.11,no_beat,0.6290999999977338,0.6290999999977338,"[""space""]",fe,1,testConjL4Syn//time_viol.r1.s1.0.wav,4.0,conjunction_syn,syncopated,a,s1,no_rule,time,L4,m,1.1821,7.0,1.0,1.2816,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
86,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r1,86,Online_whatL2//b.fe.ra2.none.none.wav,go,cha,mi,sil2,du,to,bi,sil,ño,ba,sil1,['-'],,,none,none,,,,fe,1,testConjL4Syn//cat_viol.r2.s2.0.wav,4.0,conjunction_syn,syncopated,b,s2,no_rule,cat,L4,m,1.5916,7.0,1.0,0.9157,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
87,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r2,87,Online_whatL2//b.fe.ra1.0.1110.wav,fe,bi,ño,sil2,ra,ba,cha,sil,ñu,to,sil1,['catch'],[0.6059999999999945],[0.6059999999999945],0.0,beat,0.6059999999999945,0.6059999999999945,"[""space""]",fe,1,testConjL4Syn//time_viol.r2.s2.0.wav,4.0,conjunction_syn,syncopated,b,s2,no_rule,time,L4,m,5.1434,1.0,1.0,0.1339,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
88,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r1,88,Online_whatL2//c.cha.me29.none.none.wav,ño,ba,mi,sil,go,ñu,bi,sil1,du,te,sil2,['-'],,,none,none,,,,cha,3,testConjL4Syn//dep_viol.r2.s1.0.wav,4.0,conjunction_syn,syncopated,b,s1,no_rule,dep,L4,z,0.0256,1.0,0.0,0.3706,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
89,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r2,89,Online_whatL2//c.cha.me30.none.none.wav,fe,ba,su,sil,ra,mi,ño,sil1,ñu,to,sil2,['-'],,,none,none,,,,cha,3,testConjL4Syn//r1.s1.0.wav,4.0,conjunction_syn,syncopated,a,s1,rule,rule,L4,z,1.7461,1.0,1.0,0.3004,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
90,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r2,90,Online_whatL2//c.cha.me31.1110.222.wav,su,me,ño,sil,fe,cha,bi,sil1,ra,mi,sil2,['catch'],[2.2053999999984626],[2.2053999999984626],1.11,no_beat,1.0953999999984625,1.0953999999984625,"[""space""]",cha,3,testConjL4Syn//r2.s2.0.wav,4.0,conjunction_syn,syncopated,b,s2,rule,rule,L4,m,3.3883,1.0,0.0,0.2611,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
91,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r2,91,Online_whatL2//c.cha.me28.0.1110.wav,cha,to,su,sil,fe,me,te,sil1,ra,bi,sil2,['miss'],,,0.0,beat,,,,cha,3,testConjL4Syn//r2.s2.1.wav,4.0,conjunction_syn,syncopated,b,s2,rule,rule,L4,m,1.8016,1.0,0.0,0.8991,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
92,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r2,92,Online_whatL2//d.si.ñu30.1332.222.wav,fe,ñu,te,sil2,ra,si,to,sil,bi,ba,sil1,['catch'],[1.851100000001452],[1.851100000001452],1.332,no_beat,0.5191000000014518,0.5191000000014518,"[""space""]",si,4,testConjL4Syn//cat_viol.r1.s2.0.wav,4.0,conjunction_syn,syncopated,a,s2,no_rule,cat,L4,m,0.298,1.0,1.0,1.1844,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
93,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r2,93,Online_whatL2//d.si.ñu29.222.1110.wav,fe,si,me,sil,ra,ñu,ño,sil2,mi,te,sil1,['catch'],[1.0066999999992277],[1.0066999999992277],0.222,no_beat,0.7846999999992277,0.7846999999992277,"[""space""]",si,4,testConjL4Syn//r1.s1.1.wav,4.0,conjunction_syn,syncopated,a,s1,rule,rule,L4,m,4.6913,1.0,0.0,0.7993,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
94,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r2,94,Online_whatL2//d.si.ñu31.none.none.wav,fe,mi,ño,sil,ra,su,me,sil1,ba,te,sil2,['-'],,,none,none,,,,si,4,testConjL4Syn//dep_viol.r1.s2.0.wav,4.0,conjunction_syn,syncopated,a,s2,no_rule,dep,L4,z,0.9497,1.0,0.0,1.2273,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
95,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r1,95,Online_whatL2//d.si.ñu28.444.1554.wav,go,me,si,sil2,du,to,ñu,sil,te,mi,sil1,['miss'],,,0.444,no_beat,,,,si,4,testConjL4Syn//time_viol.r1.s2.0.wav,4.0,conjunction_syn,syncopated,a,s2,no_rule,time,L4,z,0.1006,1.0,0.0,0.3709,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
96,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r2,96,Online_whatL2//b.fe.ra22.888.1776.wav,ba,me,cha,sil,fe,su,ño,sil1,ra,to,sil2,['catch'],[1.6136000000014974],[1.6136000000014974],0.888,beat,0.7256000000014974,0.7256000000014974,"[""space""]",fe,1,,,,,,,,,,,,,,,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
97,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r1,97,Online_whatL2//b.fe.ra23.none.none.wav,te,ñu,me,sil,go,cha,ño,sil1,du,bi,sil2,['-'],,,none,none,,,,fe,1,,,,,,,,,,,,,,,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
98,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r2,98,Online_whatL2//b.fe.ra21.0.888.wav,fe,bi,su,sil,ra,to,te,sil1,ba,ñu,sil2,['miss'],,,0.0,beat,,,,fe,1,,,,,,,,,,,,,,,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
99,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r1,99,Online_whatL2//b.fe.ra20.none.none.wav,te,me,mi,sil,go,to,ñu,sil2,du,ba,sil1,['false alarm'],[0.8764000000021497],[0.8764000000021497],none,none,,,"[""space""]",fe,1,,,,,,,,,,,,,,,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
100,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r2,100,Online_whatL2//b.fe.ra11.888.1776.wav,ño,me,su,sil,fe,bi,ñu,sil1,ra,ba,sil2,['miss'],,,0.888,beat,,,,fe,1,,,,,,,,,,,,,,,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
101,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s2,r2,101,Online_whatL2//b.fe.ra8.1110.1998.wav,si,me,bi,sil2,fe,te,ba,sil,ra,mi,sil1,['catch'],[1.5688000000006923],[1.5688000000006923],1.11,no_beat,0.4588000000006922,0.4588000000006922,"[""space""]",fe,1,,,,,,,,,,,,,,,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
102,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r1,102,Online_whatL2//b.fe.ra10.none.none.wav,go,ñu,ño,sil,du,cha,mi,sil2,to,si,sil1,['-'],,,none,none,,,,fe,1,,,,,,,,,,,,,,,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
103,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r1,103,Online_whatL2//b.fe.ra9.none.none.wav,go,mi,bi,sil,du,to,te,sil1,ño,si,sil2,['-'],,,none,none,,,,fe,1,,,,,,,,,,,,,,,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
104,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r2,104,Online_whatL2//c.cha.me0.1998.222.wav,fe,me,ño,sil,ra,su,si,sil2,cha,mi,sil1,['catch_delay'],[0.7598999999984846],[0.7598999999984846],1.998,no_beat,0.7598999999984846,0.7598999999984846,"[""space""]",cha,3,,,,,,,,,,,,,,,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
105,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r1,105,Online_whatL2//c.cha.me3.1332.444.wav,go,to,me,sil,du,si,cha,sil2,ño,te,sil1,['catch'],"[0.09389999999848442, 2.472099999997681]",[2.472099999997681],1.332,no_beat,1.140099999997681,1.140099999997681,"[""space"",""space""]",cha,3,,,,,,,,,,,,,,,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
106,2023-11-12_20h32.58.555,Unsyncopated1,s73,31.0,masculino,right,España,Español,Bachelor degree,no,no,A,1,what,L2,unsyncopated,s1,r1,106,Online_whatL2//c.cha.me2.none.none.wav,go,ba,si,sil2,du,mi,ñu,sil,bi,ño,sil1,['-'],,,none,none,,,,cha,3,,,,,,,,,,,,,,,1.0,1.0,Español,0.0,3.0,2.0,yes,yes,yes,Canto ,19,Guitarra,19,Bateria,19,Piano ,18.0,Bajo ,18.0,,,"Creo que es un exceso hacer un experimento con 4 idiomas, creo que es muy largo y extenso, con 2 ya estaba bien porque al llegar al tercero uno ya está más distraido porque ha hecho por mucho rato lo mismo y al llegar al cuarto idioma ya ni quedan ganas de seguir, si esto fuera más corto uno lo haría con más animo, pero ya al final no me quedaban ganas de seguir y mi atención iba decayendo. Además mejoraría los audios de los idiomas para que se escuchen más claros, por ejemplo los haría con voz humana y no tan pegada cada silaba, es decir con espacios entre medio.  ",76.0,no
